,t1,t4,t5,t6,t1n,t4n,t5n,t6n,x,y
1741,-78.6,-81.74,-69.79,-76.5,-79.35,-83.64,-74.44,-77.81,2.5,5.1
1742,-78.63,-81.68,-69.99,-76.61,-86.37,-76.51,-64.13,-74.13,2.4,5.1
1743,-78.65,-81.62,-70.2,-76.71,-100,-85.4,-100,-80.98,2.3,5.1
1744,-78.67,-81.56,-70.42,-76.82,-75.7,-85.32,-69.18,-78.27,2.2,5.1
1745,-78.7,-81.51,-70.64,-76.93,-77.07,-100,-100,-68.89,2.1,5.1
1746,-78.73,-81.45,-70.87,-77.04,-72.25,-83.59,-76.11,-87.76,2.0,5.1
1747,-78.76,-81.4,-71.1,-77.15,-81.78,-90.1,-74.33,-83.31,1.9,5.1
1748,-78.79,-81.35,-71.33,-77.26,-75.3,-75.77,-67.19,-78.47,1.8,5.1
1749,-78.83,-81.3,-71.56,-77.38,-73.29,-79.42,-79.96,-71.58,1.7,5.1
1750,-78.87,-81.26,-71.79,-77.5,-71.35,-81.33,-100,-77.83,1.6,5.1
1751,-78.9,-81.21,-72.01,-77.61,-68.74,-78.94,-71.19,-79.46,1.5,5.1
1752,-78.94,-81.17,-72.23,-77.73,-76.43,-76.35,-72.78,-77.2,1.4,5.1
1753,-78.99,-81.13,-72.45,-77.84,-83.0,-100,-75.17,-86.19,1.3,5.1
1754,-79.03,-81.1,-72.67,-77.96,-76.51,-78.15,-77.3,-83.79,1.2,5.1
1755,-79.07,-81.06,-72.89,-78.07,-82.03,-81.11,-66.05,-82.78,1.1,5.1
1756,-79.12,-81.03,-73.09,-78.18,-84.35,-74.0,-100,-71.74,1.0,5.1
1757,-79.17,-81.0,-73.3,-78.28,-89.56,-100,-68.3,-80.3,0.9,5.1
1758,-79.21,-80.98,-73.5,-78.38,-79.03,-82.44,-77.64,-100,0.8,5.1
1759,-79.26,-80.95,-73.7,-78.48,-78.58,-79.42,-82.64,-77.74,0.7,5.1
1760,-79.31,-80.93,-73.9,-78.56,-72.85,-73.94,-76.28,-70.65,0.6,5.1
1761,-79.37,-80.92,-74.09,-78.64,-85.59,-84.52,-71.25,-78.22,0.5,5.1
1762,-79.42,-80.9,-74.28,-78.7,-69.24,-68.22,-75.76,-82.2,0.4,5.1
1763,-79.47,-80.89,-74.46,-78.75,-76.37,-80.78,-74.92,-75.58,0.3,5.1
1764,-79.53,-80.89,-74.64,-78.79,-82.64,-79.85,-66.97,-78.01,0.2,5.1
1765,-79.58,-80.88,-74.81,-78.81,-70.53,-77.74,-74.84,-87.38,0.1,5.1
1766,-79.64,-80.88,-74.99,-78.82,-81.58,-85.96,-72.08,-76.16,0.0,5.1
1767,-79.72,-81.04,-74.91,-79.06,-78.65,-83.3,-74.96,-100,0.0,5.2
1768,-79.67,-81.04,-74.74,-79.05,-83.97,-88.27,-73.2,-80.83,0.1,5.2
1769,-79.61,-81.04,-74.56,-79.03,-68.14,-91.64,-74.96,-85.96,0.2,5.2
1770,-79.56,-81.05,-74.37,-78.98,-100,-76.51,-75.81,-89.12,0.3,5.2
1771,-79.51,-81.06,-74.18,-78.92,-79.08,-84.65,-79.99,-76.94,0.4,5.2
1772,-79.46,-81.07,-73.99,-78.85,-74.55,-83.46,-71.55,-100,0.5,5.2
1773,-79.41,-81.09,-73.79,-78.77,-87.3,-82.26,-73.36,-77.9,0.6,5.2
1774,-79.36,-81.11,-73.59,-78.67,-81.19,-84.05,-100,-74.63,0.7,5.2
1775,-79.31,-81.13,-73.39,-78.57,-75.4,-84.98,-76.24,-77.33,0.8,5.2
1776,-79.27,-81.15,-73.18,-78.46,-74.78,-100,-73.69,-77.63,0.9,5.2
1777,-79.22,-81.18,-72.96,-78.34,-100,-82.6,-100,-73.05,1.0,5.2
1778,-79.18,-81.21,-72.75,-78.22,-74.94,-82.58,-75.86,-84.6,1.1,5.2
1779,-79.13,-81.24,-72.52,-78.1,-87.41,-81.77,-70.14,-78.94,1.2,5.2
1780,-79.09,-81.28,-72.3,-77.98,-68.43,-87.49,-67.2,-83.5,1.3,5.2
1781,-79.05,-81.32,-72.07,-77.85,-75.31,-83.92,-89.11,-100,1.4,5.2
1782,-79.01,-81.36,-71.83,-77.73,-78.55,-77.32,-72.92,-73.11,1.5,5.2
1783,-78.97,-81.4,-71.59,-77.6,-80.05,-83.86,-66.77,-81.08,1.6,5.2
1784,-78.94,-81.44,-71.35,-77.48,-76.4,-81.49,-100,-67.89,1.7,5.2
1785,-78.91,-81.49,-71.11,-77.36,-72.26,-100,-66.32,-69.57,1.8,5.2
1786,-78.87,-81.54,-70.86,-77.24,-84.46,-84.77,-70.47,-80.0,1.9,5.2
1787,-78.84,-81.59,-70.62,-77.12,-100,-80.47,-69.24,-100,2.0,5.2
1788,-78.82,-81.64,-70.37,-77.01,-73.25,-83.34,-63.08,-84.26,2.1,5.2
1789,-78.79,-81.69,-70.13,-76.89,-79.2,-81.62,-64.53,-85.9,2.2,5.2
1790,-78.76,-81.75,-69.89,-76.78,-67.89,-79.3,-77.17,-68.93,2.3,5.2
1791,-78.74,-81.81,-69.66,-76.67,-72.73,-77.36,-62.96,-78.87,2.4,5.2
1792,-78.72,-81.87,-69.43,-76.56,-81.56,-85.19,-69.68,-77.64,2.5,5.2
1793,-78.7,-81.93,-69.22,-76.46,-82.26,-91.36,-69.37,-73.1,2.6,5.2
1794,-78.69,-81.99,-69.03,-76.35,-100,-94.43,-71.32,-78.32,2.7,5.2
1795,-78.67,-82.05,-68.85,-76.25,-100,-77.76,-64.78,-80.03,2.8,5.2
1796,-78.66,-82.12,-68.69,-76.15,-83.28,-83.85,-64.46,-65.76,2.9,5.2
1797,-78.65,-82.19,-68.56,-76.06,-76.75,-83.91,-74.85,-65.57,3.0,5.2
1798,-78.65,-82.25,-68.46,-75.96,-83.22,-82.7,-70.42,-73.3,3.1,5.2
1799,-78.64,-82.32,-68.39,-75.87,-72.9,-80.95,-100,-78.0,3.2,5.2
1800,-78.64,-82.39,-68.36,-75.78,-77.38,-93.24,-67.55,-80.14,3.3,5.2
1801,-78.76,-82.5,-67.85,-75.82,-82.16,-79.91,-68.33,-75.98,3.3,5.3
1802,-78.76,-82.43,-67.89,-75.91,-76.74,-100,-73.3,-79.39,3.2,5.3
1803,-78.77,-82.37,-67.97,-76.0,-80.22,-75.41,-73.4,-83.41,3.1,5.3
1804,-78.77,-82.3,-68.09,-76.1,-78.18,-79.81,-67.61,-74.07,3.0,5.3
1805,-78.78,-82.24,-68.23,-76.2,-74.17,-88.05,-59.89,-79.69,2.9,5.3
1806,-78.79,-82.17,-68.41,-76.3,-76.51,-90.02,-73.76,-73.08,2.8,5.3
1807,-78.81,-82.11,-68.61,-76.41,-80.72,-81.48,-71.21,-100,2.7,5.3
1808,-78.82,-82.05,-68.83,-76.51,-77.43,-83.44,-73.47,-77.59,2.6,5.3
1809,-78.84,-81.99,-69.07,-76.62,-77.7,-84.75,-64.06,-76.09,2.5,5.3
1810,-78.86,-81.93,-69.32,-76.73,-79.26,-86.72,-72.96,-63.61,2.4,5.3
1811,-78.88,-81.88,-69.57,-76.85,-80.67,-82.71,-68.18,-79.13,2.3,5.3
1812,-78.9,-81.82,-69.83,-76.96,-74.35,-74.03,-69.48,-79.7,2.2,5.3
1813,-78.93,-81.77,-70.1,-77.08,-73.72,-84.25,-73.72,-74.32,2.1,5.3
1814,-78.95,-81.72,-70.36,-77.2,-79.87,-83.46,-71.12,-84.84,2.0,5.3
1815,-78.98,-81.67,-70.63,-77.33,-100,-82.91,-66.02,-84.45,1.9,5.3
1816,-79.01,-81.62,-70.89,-77.45,-80.14,-77.49,-64.15,-77.76,1.8,5.3
1817,-79.05,-81.58,-71.15,-77.58,-83.13,-75.96,-68.2,-100,1.7,5.3
1818,-79.08,-81.54,-71.4,-77.71,-76.36,-84.82,-79.42,-76.13,1.6,5.3
1819,-79.12,-81.5,-71.65,-77.84,-82.0,-91.29,-67.29,-71.06,1.5,5.3
1820,-79.15,-81.46,-71.9,-77.98,-80.65,-72.9,-67.58,-70.83,1.4,5.3
1821,-79.19,-81.42,-72.14,-78.11,-79.25,-100,-69.85,-72.06,1.3,5.3
1822,-79.23,-81.39,-72.38,-78.24,-82.07,-78.84,-76.59,-82.0,1.2,5.3
1823,-79.28,-81.36,-72.61,-78.38,-78.93,-79.43,-74.48,-85.54,1.1,5.3
1824,-79.32,-81.33,-72.84,-78.51,-80.23,-75.95,-62.8,-78.22,1.0,5.3
1825,-79.36,-81.3,-73.06,-78.64,-100,-79.52,-71.43,-80.3,0.9,5.3
1826,-79.41,-81.28,-73.28,-78.76,-87.21,-84.72,-73.7,-73.56,0.8,5.3
1827,-79.45,-81.26,-73.49,-78.88,-81.61,-86.29,-100,-82.57,0.7,5.3
1828,-79.5,-81.24,-73.69,-78.98,-86.06,-75.92,-100,-72.87,0.6,5.3
1829,-79.55,-81.22,-73.9,-79.08,-78.56,-78.07,-79.79,-86.52,0.5,5.3
1830,-79.6,-81.21,-74.09,-79.16,-91.79,-76.4,-70.87,-80.51,0.4,5.3
1831,-79.65,-81.2,-74.29,-79.23,-72.63,-77.22,-78.0,-79.97,0.3,5.3
1832,-79.7,-81.19,-74.48,-79.28,-76.33,-83.2,-70.52,-69.22,0.2,5.3
1833,-79.75,-81.19,-74.66,-79.31,-85.98,-81.82,-74.87,-81.07,0.1,5.3
1834,-79.81,-81.19,-74.84,-79.32,-80.49,-79.7,-100,-71.11,0.0,5.3
1835,-79.89,-81.34,-74.77,-79.6,-79.7,-100,-67.36,-72.5,0.0,5.4
1836,-79.84,-81.34,-74.59,-79.59,-83.9,-79.0,-74.3,-80.43,0.1,5.4
1837,-79.79,-81.34,-74.4,-79.55,-73.69,-78.89,-100,-78.46,0.2,5.4
1838,-79.74,-81.35,-74.21,-79.49,-83.95,-80.36,-100,-79.9,0.3,5.4
1839,-79.69,-81.36,-74.01,-79.42,-79.24,-85.65,-76.07,-78.67,0.4,5.4
1840,-79.64,-81.37,-73.81,-79.32,-100,-79.5,-69.18,-79.37,0.5,5.4
1841,-79.59,-81.39,-73.6,-79.21,-78.22,-91.08,-76.45,-100,0.6,5.4
1842,-79.55,-81.4,-73.39,-79.09,-75.78,-75.21,-100,-80.12,0.7,5.4
1843,-79.5,-81.42,-73.17,-78.96,-80.39,-87.43,-69.96,-76.03,0.8,5.4
1844,-79.46,-81.45,-72.95,-78.82,-71.8,-78.95,-78.12,-80.69,0.9,5.4
1845,-79.42,-81.47,-72.72,-78.68,-79.57,-82.98,-58.34,-75.66,1.0,5.4
1846,-79.37,-81.5,-72.48,-78.54,-78.5,-86.72,-72.73,-100,1.1,5.4
1847,-79.33,-81.53,-72.24,-78.39,-100,-79.4,-73.03,-70.01,1.2,5.4
1848,-79.3,-81.56,-71.99,-78.24,-100,-79.86,-68.68,-76.02,1.3,5.4
1849,-79.26,-81.6,-71.74,-78.1,-79.65,-87.08,-73.43,-79.68,1.4,5.4
1850,-79.22,-81.64,-71.48,-77.96,-84.14,-83.08,-67.95,-80.46,1.5,5.4
1851,-79.19,-81.67,-71.22,-77.82,-75.78,-83.26,-70.43,-76.64,1.6,5.4
1852,-79.15,-81.72,-70.95,-77.68,-73.86,-78.51,-72.89,-79.65,1.7,5.4
1853,-79.12,-81.76,-70.67,-77.54,-79.24,-100,-67.71,-79.97,1.8,5.4
1854,-79.09,-81.8,-70.39,-77.41,-72.93,-87.62,-73.99,-70.15,1.9,5.4
1855,-79.06,-81.85,-70.11,-77.28,-73.61,-86.0,-73.72,-79.87,2.0,5.4
1856,-79.04,-81.9,-69.82,-77.15,-81.93,-79.63,-71.32,-85.68,2.1,5.4
1857,-79.01,-81.95,-69.54,-77.03,-100,-82.64,-72.54,-100,2.2,5.4
1858,-78.99,-82.01,-69.25,-76.91,-76.28,-81.34,-78.14,-73.5,2.3,5.4
1859,-78.97,-82.06,-68.97,-76.79,-81.45,-100,-100,-79.64,2.4,5.4
1860,-78.95,-82.12,-68.69,-76.68,-73.27,-78.69,-70.69,-73.18,2.5,5.4
1861,-78.94,-82.17,-68.43,-76.56,-73.49,-77.79,-66.01,-79.09,2.6,5.4
1862,-78.92,-82.23,-68.18,-76.46,-71.86,-91.06,-66.46,-100,2.7,5.4
1863,-78.91,-82.29,-67.95,-76.35,-81.71,-82.19,-72.22,-79.52,2.8,5.4
1864,-78.9,-82.35,-67.75,-76.24,-73.4,-100,-67.56,-68.59,2.9,5.4
1865,-78.89,-82.41,-67.57,-76.14,-79.58,-80.64,-67.31,-78.94,3.0,5.4
1866,-78.88,-82.48,-67.44,-76.04,-80.78,-82.44,-100,-83.83,3.1,5.4
1867,-78.88,-82.54,-67.35,-75.95,-73.59,-100,-69.49,-73.87,3.2,5.4
1868,-78.88,-82.61,-67.3,-75.85,-87.04,-83.73,-70.74,-78.39,3.3,5.4
1869,-78.99,-82.72,-66.7,-75.89,-70.58,-73.33,-71.7,-77.83,3.3,5.5
1870,-78.99,-82.65,-66.76,-75.98,-66.51,-87.25,-59.53,-81.42,3.2,5.5
1871,-79.0,-82.59,-66.87,-76.08,-83.72,-80.57,-67.85,-78.26,3.1,5.5
1872,-79.0,-82.53,-67.03,-76.18,-81.69,-79.66,-69.95,-76.68,3.0,5.5
1873,-79.01,-82.47,-67.23,-76.29,-66.79,-76.02,-76.1,-74.42,2.9,5.5
1874,-79.02,-82.41,-67.46,-76.39,-81.66,-88.07,-65.31,-77.83,2.8,5.5
1875,-79.03,-82.35,-67.73,-76.5,-81.14,-100,-62.09,-100,2.7,5.5
1876,-79.05,-82.29,-68.01,-76.61,-78.02,-75.03,-68.21,-100,2.6,5.5
1877,-79.06,-82.24,-68.31,-76.73,-78.46,-83.61,-71.69,-75.89,2.5,5.5
1878,-79.08,-82.18,-68.61,-76.85,-71.85,-82.5,-74.87,-77.94,2.4,5.5
1879,-79.1,-82.13,-68.92,-76.97,-100,-85.33,-77.21,-81.17,2.3,5.5
1880,-79.12,-82.08,-69.24,-77.09,-78.13,-82.47,-75.45,-100,2.2,5.5
1881,-79.15,-82.03,-69.55,-77.22,-78.92,-87.46,-63.89,-100,2.1,5.5
1882,-79.17,-81.98,-69.86,-77.36,-86.38,-84.02,-100,-83.46,2.0,5.5
1883,-79.2,-81.94,-70.16,-77.49,-80.74,-75.83,-100,-85.65,1.9,5.5
1884,-79.23,-81.89,-70.46,-77.63,-81.83,-82.58,-74.21,-71.75,1.8,5.5
1885,-79.26,-81.85,-70.75,-77.77,-76.68,-80.99,-72.07,-71.28,1.7,5.5
1886,-79.29,-81.81,-71.04,-77.92,-71.84,-100,-100,-80.63,1.6,5.5
1887,-79.32,-81.77,-71.31,-78.07,-77.84,-88.11,-66.47,-72.57,1.5,5.5
1888,-79.36,-81.74,-71.59,-78.22,-79.14,-100,-74.76,-83.1,1.4,5.5
1889,-79.4,-81.7,-71.85,-78.38,-77.55,-75.1,-100,-72.45,1.3,5.5
1890,-79.43,-81.67,-72.11,-78.54,-78.17,-90.45,-73.48,-79.69,1.2,5.5
1891,-79.47,-81.64,-72.36,-78.69,-79.93,-82.18,-81.62,-100,1.1,5.5
1892,-79.51,-81.61,-72.6,-78.85,-80.01,-90.03,-67.7,-70.66,1.0,5.5
1893,-79.55,-81.59,-72.84,-79.01,-78.93,-100,-67.87,-75.0,0.9,5.5
1894,-79.6,-81.57,-73.07,-79.16,-75.68,-100,-100,-77.63,0.8,5.5
1895,-79.64,-81.55,-73.29,-79.31,-73.52,-79.04,-75.5,-75.7,0.7,5.5
1896,-79.69,-81.53,-73.51,-79.45,-80.76,-100,-81.34,-77.5,0.6,5.5
1897,-79.73,-81.52,-73.72,-79.58,-89.84,-82.68,-72.04,-89.16,0.5,5.5
1898,-79.78,-81.51,-73.93,-79.69,-78.46,-76.17,-78.72,-83.1,0.4,5.5
1899,-79.83,-81.5,-74.13,-79.78,-78.5,-87.81,-70.36,-100,0.3,5.5
1900,-79.87,-81.49,-74.33,-79.85,-88.93,-70.11,-77.15,-83.79,0.2,5.5
1901,-79.92,-81.49,-74.52,-79.89,-81.53,-74.23,-74.67,-74.01,0.1,5.5
1902,-79.97,-81.48,-74.71,-79.9,-76.2,-93.01,-70.23,-100,0.0,5.5
1903,-80.06,-81.63,-74.65,-80.24,-100,-92.42,-73.19,-77.98,0.0,5.6
1904,-80.01,-81.63,-74.46,-80.22,-83.31,-69.97,-75.86,-79.95,0.1,5.6
1905,-79.96,-81.63,-74.27,-80.17,-86.2,-79.54,-72.24,-84.51,0.2,5.6
1906,-79.91,-81.64,-74.06,-80.09,-78.34,-100,-73.61,-70.06,0.3,5.6
1907,-79.87,-81.65,-73.86,-79.98,-84.61,-100,-71.47,-76.07,0.4,5.6
1908,-79.82,-81.66,-73.65,-79.85,-79.11,-79.83,-100,-82.46,0.5,5.6
1909,-79.78,-81.67,-73.43,-79.7,-87.67,-81.38,-69.92,-81.11,0.6,5.6
1910,-79.73,-81.69,-73.2,-79.54,-80.04,-84.12,-81.27,-85.62,0.7,5.6
1911,-79.69,-81.71,-72.97,-79.37,-100,-80.23,-100,-100,0.8,5.6
1912,-79.65,-81.73,-72.74,-79.2,-81.38,-82.41,-63.44,-80.43,0.9,5.6
1913,-79.61,-81.75,-72.49,-79.03,-79.87,-87.14,-66.3,-79.25,1.0,5.6
1914,-79.57,-81.78,-72.24,-78.85,-68.71,-87.42,-72.62,-100,1.1,5.6
1915,-79.53,-81.81,-71.98,-78.68,-80.82,-81.52,-69.99,-82.18,1.2,5.6
1916,-79.49,-81.84,-71.71,-78.51,-74.81,-80.74,-66.96,-100,1.3,5.6
1917,-79.46,-81.87,-71.44,-78.34,-100,-78.95,-73.11,-79.37,1.4,5.6
1918,-79.43,-81.91,-71.15,-78.18,-73.74,-77.58,-77.88,-78.26,1.5,5.6
1919,-79.39,-81.94,-70.86,-78.02,-74.47,-80.89,-100,-100,1.6,5.6
1920,-79.36,-81.98,-70.56,-77.87,-81.24,-74.65,-72.36,-73.4,1.7,5.6
1921,-79.33,-82.02,-70.25,-77.72,-78.7,-81.99,-68.74,-74.45,1.8,5.6
1922,-79.3,-82.06,-69.93,-77.57,-83.56,-81.6,-70.98,-90.68,1.9,5.6
1923,-79.28,-82.11,-69.61,-77.43,-77.59,-85.22,-61.04,-100,2.0,5.6
1924,-79.25,-82.16,-69.28,-77.29,-85.85,-87.64,-66.52,-100,2.1,5.6
1925,-79.23,-82.2,-68.94,-77.16,-82.51,-79.93,-61.59,-72.97,2.2,5.6
1926,-79.21,-82.25,-68.6,-77.03,-70.89,-85.32,-78.96,-76.79,2.3,5.6
1927,-79.19,-82.3,-68.25,-76.9,-86.84,-87.48,-69.02,-77.44,2.4,5.6
1928,-79.17,-82.36,-67.91,-76.78,-79.51,-84.46,-74.76,-72.39,2.5,5.6
1929,-79.16,-82.41,-67.57,-76.66,-72.72,-82.35,-72.59,-73.44,2.6,5.6
1930,-79.14,-82.47,-67.25,-76.55,-72.62,-86.57,-68.52,-91.55,2.7,5.6
1931,-79.13,-82.52,-66.95,-76.43,-77.12,-76.44,-65.28,-81.69,2.8,5.6
1932,-79.12,-82.58,-66.67,-76.32,-83.43,-82.4,-65.04,-81.74,2.9,5.6
1933,-79.11,-82.64,-66.44,-76.22,-84.35,-79.83,-61.6,-75.89,3.0,5.6
1934,-79.11,-82.7,-66.25,-76.11,-82.94,-81.52,-68.81,-74.42,3.1,5.6
1935,-79.1,-82.76,-66.12,-76.01,-81.7,-81.52,-64.6,-74.3,3.2,5.6
1936,-79.1,-82.82,-66.05,-75.92,-65.72,-91.34,-68.0,-76.32,3.3,5.6
1937,-79.21,-82.93,-65.32,-75.94,-89.12,-74.97,-66.9,-73.05,3.3,5.7
1938,-79.21,-82.87,-65.41,-76.04,-76.91,-81.27,-58.06,-77.24,3.2,5.7
1939,-79.22,-82.81,-65.57,-76.15,-79.38,-77.84,-72.0,-72.89,3.1,5.7
1940,-79.22,-82.75,-65.8,-76.25,-100,-83.96,-67.41,-78.87,3.0,5.7
1941,-79.23,-82.69,-66.08,-76.36,-81.97,-80.67,-100,-72.29,2.9,5.7
1942,-79.24,-82.64,-66.41,-76.47,-74.43,-82.94,-64.64,-73.43,2.8,5.7
1943,-79.25,-82.58,-66.76,-76.59,-79.93,-79.3,-58.76,-72.38,2.7,5.7
1944,-79.27,-82.53,-67.13,-76.7,-74.93,-100,-69.64,-75.77,2.6,5.7
1945,-79.28,-82.47,-67.51,-76.83,-100,-76.52,-69.69,-76.87,2.5,5.7
1946,-79.3,-82.42,-67.89,-76.95,-82.56,-100,-68.29,-61.32,2.4,5.7
1947,-79.32,-82.37,-68.27,-77.08,-88.02,-75.54,-64.23,-78.38,2.3,5.7
1948,-79.34,-82.33,-68.64,-77.21,-84.17,-87.53,-74.22,-75.58,2.2,5.7
1949,-79.36,-82.28,-69.01,-77.35,-72.23,-79.29,-65.7,-81.56,2.1,5.7
1950,-79.38,-82.24,-69.37,-77.5,-80.0,-100,-66.99,-76.84,2.0,5.7
1951,-79.41,-82.19,-69.72,-77.64,-84.13,-87.36,-67.08,-74.95,1.9,5.7
1952,-79.44,-82.15,-70.05,-77.8,-72.82,-82.03,-70.47,-76.53,1.8,5.7
1953,-79.46,-82.11,-70.38,-77.95,-80.44,-79.7,-100,-87.19,1.7,5.7
1954,-79.49,-82.07,-70.7,-78.12,-70.36,-85.76,-73.04,-77.37,1.6,5.7
1955,-79.52,-82.04,-71.0,-78.28,-81.79,-84.83,-66.21,-80.57,1.5,5.7
1956,-79.56,-82.01,-71.3,-78.46,-79.57,-84.8,-71.89,-77.74,1.4,5.7
1957,-79.59,-81.97,-71.59,-78.64,-80.15,-88.44,-70.0,-85.36,1.3,5.7
1958,-79.63,-81.94,-71.86,-78.82,-81.04,-78.42,-66.46,-73.16,1.2,5.7
1959,-79.66,-81.92,-72.13,-79.01,-82.78,-71.98,-61.79,-100,1.1,5.7
1960,-79.7,-81.89,-72.39,-79.2,-71.22,-88.25,-86.47,-78.14,1.0,5.7
1961,-79.74,-81.87,-72.64,-79.39,-74.26,-80.07,-54.59,-100,0.9,5.7
1962,-79.78,-81.85,-72.89,-79.59,-100,-78.07,-78.86,-71.35,0.8,5.7
1963,-79.82,-81.83,-73.12,-79.78,-100,-89.59,-71.33,-78.64,0.7,5.7
1964,-79.87,-81.81,-73.35,-79.96,-85.38,-87.58,-64.0,-80.36,0.6,5.7
1965,-79.91,-81.8,-73.57,-80.13,-84.6,-100,-71.17,-81.23,0.5,5.7
1966,-79.95,-81.79,-73.79,-80.29,-83.2,-81.87,-69.27,-85.42,0.4,5.7
1967,-80.0,-81.78,-74.0,-80.42,-80.77,-82.22,-100,-75.64,0.3,5.7
1968,-80.04,-81.78,-74.21,-80.52,-77.17,-79.37,-75.05,-89.43,0.2,5.7
1969,-80.09,-81.77,-74.4,-80.58,-74.67,-83.9,-100,-82.14,0.1,5.7
1970,-80.14,-81.77,-74.6,-80.6,-79.84,-88.13,-75.93,-69.58,0.0,5.7
1971,-80.22,-81.91,-74.55,-81.01,-82.72,-79.73,-82.47,-81.71,0.0,5.8
1972,-80.17,-81.91,-74.35,-80.99,-77.03,-82.15,-69.5,-82.34,0.1,5.8
1973,-80.13,-81.91,-74.15,-80.91,-75.78,-77.28,-63.35,-83.39,0.2,5.8
1974,-80.08,-81.92,-73.94,-80.79,-88.87,-73.44,-73.43,-82.64,0.3,5.8
1975,-80.04,-81.93,-73.73,-80.63,-87.75,-100,-76.42,-81.72,0.4,5.8
1976,-80.0,-81.94,-73.51,-80.44,-77.81,-95.21,-73.3,-100,0.5,5.8
1977,-79.95,-81.95,-73.28,-80.24,-81.53,-75.84,-73.17,-78.87,0.6,5.8
1978,-79.91,-81.97,-73.05,-80.02,-80.71,-80.17,-71.01,-83.07,0.7,5.8
1979,-79.87,-81.99,-72.8,-79.81,-78.43,-75.21,-72.79,-81.1,0.8,5.8
1980,-79.83,-82.01,-72.55,-79.59,-82.33,-80.83,-65.34,-82.1,0.9,5.8
1981,-79.8,-82.03,-72.3,-79.37,-91.22,-85.64,-76.25,-73.56,1.0,5.8
1982,-79.76,-82.05,-72.03,-79.16,-76.18,-100,-74.06,-100,1.1,5.8
1983,-79.72,-82.08,-71.75,-78.96,-100,-80.24,-65.95,-86.4,1.2,5.8
1984,-79.69,-82.11,-71.47,-78.76,-84.72,-85.44,-79.22,-76.15,1.3,5.8
1985,-79.66,-82.14,-71.17,-78.57,-87.38,-82.61,-72.22,-73.85,1.4,5.8
1986,-79.62,-82.17,-70.86,-78.38,-82.85,-87.08,-62.85,-77.04,1.5,5.8
1987,-79.59,-82.2,-70.54,-78.21,-82.21,-87.51,-76.44,-79.4,1.6,5.8
1988,-79.56,-82.24,-70.21,-78.04,-79.98,-100,-74.04,-90.68,1.7,5.8
1989,-79.54,-82.28,-69.87,-77.87,-81.11,-88.87,-64.69,-81.42,1.8,5.8
1990,-79.51,-82.32,-69.51,-77.71,-82.16,-100,-71.61,-79.36,1.9,5.8
1991,-79.49,-82.36,-69.14,-77.56,-71.64,-86.04,-70.97,-74.5,2.0,5.8
1992,-79.46,-82.4,-68.76,-77.41,-84.6,-91.0,-70.53,-74.99,2.1,5.8
1993,-79.44,-82.45,-68.36,-77.27,-100,-90.95,-73.71,-100,2.2,5.8
1994,-79.42,-82.49,-67.95,-77.13,-78.43,-81.61,-63.05,-88.65,2.3,5.8
1995,-79.4,-82.54,-67.53,-77.0,-75.23,-86.94,-69.87,-84.31,2.4,5.8
1996,-79.39,-82.59,-67.1,-76.87,-78.88,-78.84,-66.06,-75.87,2.5,5.8
1997,-79.37,-82.64,-66.67,-76.74,-73.48,-85.82,-65.91,-66.97,2.6,5.8
1998,-79.36,-82.69,-66.25,-76.62,-100,-86.92,-68.37,-78.28,2.7,5.8
1999,-79.35,-82.75,-65.83,-76.51,-80.81,-100,-68.09,-73.11,2.8,5.8
2000,-79.34,-82.8,-65.45,-76.39,-90.96,-73.02,-68.46,-71.53,2.9,5.8
2001,-79.33,-82.86,-65.11,-76.28,-81.26,-79.05,-70.28,-79.5,3.0,5.8
2002,-79.33,-82.92,-64.82,-76.17,-84.34,-87.09,-66.28,-79.1,3.1,5.8
2003,-79.32,-82.97,-64.62,-76.07,-69.64,-77.95,-72.99,-100,3.2,5.8
2004,-79.32,-83.03,-64.52,-75.97,-80.48,-85.45,-76.7,-74.01,3.3,5.8
2005,-79.43,-83.14,-63.6,-75.99,-100,-83.02,-66.91,-75.21,3.3,5.9
2006,-79.43,-83.08,-63.74,-76.1,-87.31,-86.38,-57.73,-69.12,3.2,5.9
2007,-79.43,-83.02,-64.0,-76.2,-77.39,-84.87,-62.67,-75.07,3.1,5.9
2008,-79.44,-82.97,-64.35,-76.31,-100,-80.65,-72.82,-78.6,3.0,5.9
2009,-79.45,-82.91,-64.77,-76.42,-79.63,-88.7,-67.25,-75.94,2.9,5.9
2010,-79.45,-82.86,-65.24,-76.54,-87.12,-78.6,-57.99,-75.32,2.8,5.9
2011,-79.47,-82.81,-65.72,-76.66,-78.46,-86.9,-70.65,-79.17,2.7,5.9
2012,-79.48,-82.76,-66.21,-76.78,-79.18,-80.47,-68.96,-75.75,2.6,5.9
2013,-79.49,-82.71,-66.7,-76.91,-76.04,-74.18,-68.88,-76.98,2.5,5.9
2014,-79.51,-82.66,-67.18,-77.04,-91.09,-77.52,-100,-75.56,2.4,5.9
2015,-79.52,-82.61,-67.64,-77.17,-84.09,-78.55,-66.29,-71.95,2.3,5.9
2016,-79.54,-82.57,-68.09,-77.32,-78.59,-76.03,-75.12,-75.97,2.2,5.9
2017,-79.56,-82.52,-68.51,-77.46,-77.51,-87.63,-74.94,-79.36,2.1,5.9
2018,-79.59,-82.48,-68.92,-77.62,-71.45,-75.13,-65.95,-74.77,2.0,5.9
